StockCode,Recency,Frequency,Monetary,Recency_Neglog,Frequency_Neglog,Monetary_Neglog,Recency_Scaled,Frequency_Scaled,Monetary_Scaled
22979,506,441,-0.014720188,6.228511004,6.091309882,-0.014612898,9.660751824,7.785702717,5.011101881
22980,527,339,0.003743305,6.269096284,5.828945618,0.003736316,9.25705046,7.455900523,5.140442829
22981,534,116,0.012384388,6.282266747,4.762173935,0.012308329,9.126043999,6.114926583,5.200865699
22982,548,252,-0.039013454,6.308098442,5.533389489,-0.038271661,8.869096398,7.084374851,4.844334688
22983,496,500,-0.007223082,6.208590026,6.216606101,-0.007197121,9.858905582,7.943204989,5.063374616
22984,495,194,-0.01355989,6.206575927,5.272999559,-0.013468778,9.878939808,6.757054472,5.019166617
22985,494,126,-0.001812554,6.204557763,4.844187086,-0.001810913,9.899014466,6.218020338,5.101341214
22986,499,195,-0.000215207,6.214608098,5.278114659,-0.000215184,9.799043878,6.763484355,5.112589275
22987,678,4,8.47E-06,6.520621128,1.609437912,8.47E-06,6.755135429,2.151813469,5.114165781
22988,494,408,-0.020865137,6.204557763,6.013715156,-0.020650441,9.899014466,7.688163096,4.968544112
22989,507,441,-0.023070924,6.230481448,6.091309882,-0.022808814,9.641151838,7.785702717,4.953330057
22990,547,189,0.064958874,6.306275287,5.247024072,0.062936183,8.887231298,6.724402265,5.557734099
22991,513,265,-0.005550412,6.242223265,5.583496309,-0.005535066,9.524356096,7.147361093,5.075090202
22992,524,344,-0.064484933,6.263398263,5.843544417,-0.062491051,9.313728618,7.474251788,4.673615724
22993,498,1202,-0.01355303,6.212606096,7.092573716,-0.013462009,9.818957778,9.044330715,5.01921433
22994,516,234,-0.015498641,6.248042875,5.459585514,-0.015379763,9.466468505,6.991600353,5.005696355
22995,510,288,-0.003712658,6.23636959,5.666426688,-0.003705783,9.582582544,7.25160784,5.087984552
22996,489,444,-0.005229291,6.194405391,6.098074282,-0.005215666,10,7.794205834,5.077341605
22997,511,224,-0.001835256,6.238324625,5.416100402,-0.001833574,9.563135832,6.936937858,5.101181478
22998,514,589,-0.008888008,6.244166901,6.380122537,-0.008848743,9.505022777,8.148751577,5.051732573
22999,514,245,0.004472751,6.244166901,5.505331536,0.004462778,9.505022777,7.049104901,5.145563549
23000,525,311,-0.005167436,6.265301213,5.743003188,-0.00515413,9.294799992,7.34786751,5.077775359
23002,512,206,-0.010806393,6.240275845,5.332718793,-0.010748422,9.543727066,6.832123898,5.038342012
23003,525,71,1,6.265301213,4.276666119,0.693147181,9.294799992,5.504624173,10
23004,502,225,-0.023104765,6.22059017,5.420534999,-0.022841891,9.739540273,6.942512321,4.953096898
23005,504,202,1,6.224558429,5.313205979,0.693147181,9.70006804,6.807595523,10
23006,505,192,-0.007928005,6.226536669,5.262690189,-0.007896744,9.680390507,6.74409519,5.058443076
23007,506,212,0.315810363,6.228511004,5.361292166,0.274452721,9.660751824,6.86804175,7.048683494
23008,532,167,0.395761496,6.278521424,5.123963979,0.333440142,9.163298685,6.569710891,7.464477265
23009,552,121,0.064256395,6.315358002,4.804021045,0.062276334,8.79688563,6.167530045,5.553082923
23010,557,138,0.451068225,6.324358962,4.934473933,0.372299992,8.707353165,6.331514454,7.738394714
23012,525,210,0.033067211,6.265301213,5.351858133,0.032532252,9.294799992,6.856182801,5.3434212
23013,503,182,0.2046428,6.222576268,5.209486153,0.186183091,9.719784577,6.677215625,6.426483677
23014,518,177,0.140982131,6.251903883,5.18178355,0.13188941,9.428063092,6.642392364,6.043775396
23015,546,18,0.094267182,6.304448802,2.944438979,0.090084899,8.905399321,3.829962289,5.74910146
23016,572,24,0.22544646,6.350885717,3.218875825,0.203305235,8.443491813,4.174940192,6.547175183
23017,533,19,0.145524896,6.280395839,2.995732274,0.135862956,9.144653901,3.894439976,6.071784348
23018,541,20,-0.020001436,6.295266001,3.044522438,-0.019804035,8.996740548,3.95577113,4.974510305
23019,541,25,0.252205092,6.295266001,3.258096538,0.224906071,8.996740548,4.22424217,6.699436343
23020,496,67,0.349882383,6.208590026,4.219507705,0.300017465,9.858905582,5.4327738,7.228885664
23021,516,28,0.255117896,6.248042875,3.36729583,0.227229509,9.466468505,4.361509973,6.715813921
23022,504,20,-0.007806697,6.224558429,3.044522438,-0.007776382,9.70006804,3.95577113,5.059291488
23023,507,23,0.002543892,6.230481448,3.17805383,0.002540662,9.641151838,4.12362534,5.132014832
23024,494,12,-0.07050285,6.204557763,2.564949357,-0.068128492,9.899014466,3.352928917,4.633878223
23025,523,44,0.000943795,6.261491684,3.80666249,0.00094335,9.332693332,4.913811135,5.120755612
23026,538,54,-0.068637504,6.289715571,4.007333185,-0.066384477,9.051950623,5.166062088,4.646171531
23027,503,32,-0.022512259,6.222576268,3.496507561,-0.022262598,9.719784577,4.523934198,4.957180253
23028,505,133,-0.006489389,6.226536669,4.8978398,-0.006468424,9.680390507,6.285463908,5.068511098
23029,500,145,-0.034828765,6.216606101,4.983606622,-0.034235969,9.779169766,6.393276175,4.8727817
23031,511,144,-0.054177439,6.238324625,4.976733742,-0.052760785,9.563135832,6.384636695,4.74220296
23032,495,184,-0.116525851,6.206575927,5.220355825,-0.110221945,9.878939808,6.69087923,4.337167572
23033,565,69,-0.148056768,6.338594078,4.248495242,-0.138070746,8.565756614,5.469212273,4.140865418
23034,516,82,-0.014142445,6.248042875,4.418840608,-0.014043374,9.466468505,5.683343094,5.015116373
23035,500,158,-0.044087454,6.216606101,5.068904202,-0.043143254,9.779169766,6.500498587,4.809995536
23036,590,16,-0.022633779,6.381816017,2.833213344,-0.022381436,8.13582843,3.690147293,4.956342582
23037,529,17,-0.012473324,6.272877007,2.890371758,-0.012396173,9.219443649,3.761997666,5.026727254
23038,876,6,-0.003417262,6.776506992,1.945910149,-0.003411436,4.209841367,2.574772297,5.090059359
23039,671,21,-0.045039509,6.510258341,3.091042453,-0.044054692,6.858213965,4.014248619,4.803570944
23040,546,36,0.212422633,6.304448802,3.610917913,0.192620534,8.905399321,4.667752507,6.471860277
23041,550,53,-0.101187841,6.311734809,3.988984047,-0.096389452,8.832925487,5.142996499,4.43467081
23042,543,28,0.020654426,6.298949247,3.36729583,0.020444016,8.960103343,4.361509973,5.25821298
23043,585,25,0.240469187,6.37331979,3.258096538,0.215489685,8.220340321,4.22424217,6.633061603
23044,604,27,0.218906024,6.405228458,3.33220451,0.197953755,7.902945124,4.317398804,6.509453377
23045,543,24,0.26614974,6.298949247,3.218875825,0.235980595,8.960103343,4.174940192,6.777499054
23046,538,34,0.013988269,6.289715571,3.555348061,0.013891336,9.051950623,4.59789902,5.21202409
23047,517,30,0.419677366,6.249975242,3.433987204,0.350429638,9.447247263,4.445343652,7.584233762
23048,537,88,0.246058927,6.28785856,4.48863637,0.219985712,9.07042229,5.771079111,6.664753448
23049,506,247,0.201101415,6.228511004,5.513428746,0.183238981,9.660751824,7.059283412,6.405731074
23050,500,261,0.203717214,6.216606101,5.568344504,0.185414447,9.779169766,7.128314679,6.421065616
23051,504,218,0.134353117,6.224558429,5.38907173,0.126062548,9.70006804,6.902961754,6.002702687
23052,505,362,0.33226012,6.226536669,5.894402834,0.286876838,9.680390507,7.538182817,7.136259292
23053,508,224,0.191817427,6.232448017,5.416100402,0.175479391,9.621590396,6.936937858,6.351034851
23054,526,166,0.437041548,6.267200549,5.117993812,0.36258652,9.275907319,6.562206156,7.669925856
23055,544,46,0.091202441,6.300785795,3.850147602,0.087280245,8.941835221,4.968473631,5.729331862
23056,550,50,0.38711958,6.311734809,3.931825633,0.327229353,8.832925487,5.071146126,7.420698313
23057,568,53,0.189521124,6.343880434,3.988984047,0.17355081,8.513173286,5.142996499,6.337440557
23058,874,40,-0.046593983,6.774223886,3.713572067,-0.045541066,4.232551399,4.796792814,4.793093709
23060,501,48,-0.019574486,6.21860012,3.891820298,-0.019385369,9.759335284,5.020857848,4.97746142
23061,505,127,-0.030230123,6.226536669,4.852030264,-0.029782198,9.680390507,6.227879521,4.904175686
23064,502,23,0.320570258,6.22059017,3.17805383,0.278063657,9.739540273,4.12362534,7.074136455
23065,509,118,0.425133467,6.234410726,4.779123493,0.35426547,9.602067349,6.136232844,7.611271986
23066,510,103,0.389947389,6.23636959,4.644390899,0.329265896,9.582582544,5.966868677,7.435053615
23067,531,86,0.295666232,6.276643489,4.465908119,0.259025028,9.181978484,5.742508806,6.939935921
23068,527,157,-0.046093956,6.269096284,5.062595033,-0.045063186,9.25705046,6.492567713,4.796462216
23069,531,34,0.204809569,6.276643489,3.555348061,0.18632152,9.181978484,4.59789902,6.427459444
23070,551,38,0.067776073,6.313548046,3.663561646,0.065578049,8.814889236,4.73392775,5.576356233
23071,549,25,0.105552243,6.309918278,3.258096538,0.100344978,8.850994501,4.22424217,5.821423267
23072,575,36,0.051710982,6.356107661,3.610917913,0.050418344,8.39154919,4.667752507,5.469497671
23073,516,65,-0.017270272,6.248042875,4.189654742,-0.017122836,9.466468505,5.395247452,4.993409689
23074,873,36,-0.05570575,6.773080376,3.610917913,-0.054209501,4.243925888,4.667752507,4.731991169
23075,536,87,0.421337884,6.285998095,4.477336814,0.3515986,9.088928322,5.756875126,7.592473602
23076,511,305,-0.016400569,6.238324625,5.723585102,-0.016267532,9.563135832,7.323458213,4.999438601
23077,507,346,0.051961716,6.230481448,5.84932478,0.050656722,9.641151838,7.481517931,5.471177962
23078,519,284,0.000776058,6.253828812,5.65248918,0.000775757,9.408915849,7.234087845,5.119574278
23079,528,104,0.291565364,6.270988432,4.65396035,0.255854943,9.238229282,5.978897853,6.917590456
23080,505,243,0.223099954,6.226536669,5.497168225,0.201388582,9.680390507,7.038843299,6.533664975
23081,505,126,0.205794893,6.226536669,4.844187086,0.187139012,9.680390507,6.218020338,6.433221824
23082,529,275,0.18354683,6.272877007,5.620400866,0.168515718,9.219443649,7.193751572,6.301948926
23083,532,202,0.199058694,6.278521424,5.313205979,0.181536828,9.163298685,6.807595523,6.39373284
23084,499,931,-0.036711186,6.214608098,6.837332815,-0.036053381,9.799043878,8.723482869,4.859971022
23085,600,67,0.449761538,6.398594935,4.219507705,0.371399086,7.968928714,5.4327738,7.732044359
23086,547,46,-0.02526913,6.306275287,3.850147602,-0.024955144,8.887231298,4.968473631,4.938200885
23087,511,65,-0.037816902,6.238324625,4.189654742,-0.037119374,9.563135832,5.395247452,4.852456991
23088,553,83,0.009898674,6.317164687,4.430816799,0.009850004,8.77891455,5.698397637,5.183537322
23089,503,201,-0.072086164,6.222576268,5.308267697,-0.069606436,9.719784577,6.801387909,4.623460407
23090,512,132,-0.031626324,6.240275845,4.890349128,-0.031136512,9.543727066,6.27604784,4.89462932
23091,496,230,0.340073572,6.208590026,5.442417711,0.292724517,9.858905582,6.970019749,7.177478731
23092,520,134,0.06503825,6.255750042,4.905274778,0.063010714,9.389805392,6.294809969,5.558259456
23093,510,153,0.000997487,6.23636959,5.036952602,0.00099699,9.582582544,6.46033417,5.121133715
23094,510,86,0.496861696,6.23636959,4.465908119,0.403370714,9.582582544,5.742508806,7.957407721
23096,525,136,-0.036250728,6.265301213,4.919980926,-0.03560913,9.294799992,6.313296174,4.863102484
23099,545,54,0.375186909,6.302618976,4.007333185,0.318589656,8.923600588,5.166062088,7.359798343
23100,517,235,0.02247996,6.249975242,5.463831805,0.02223101,9.447247263,6.996938108,5.270809239
23101,532,186,0.007850337,6.278521424,5.231108617,0.007819683,9.163298685,6.704395912,5.169225887
23102,504,143,0.024953501,6.224558429,4.9698133,0.024647246,9.70006804,6.375937427,5.28784094
23103,509,316,-0.033542427,6.234410726,5.758901774,-0.032992151,9.602067349,7.367852658,4.881549187
23104,504,50,-0.044975802,6.224558429,3.931825633,-0.043993729,9.70006804,5.071146126,4.804000661
23106,546,58,0.000717797,6.304448802,4.077537444,0.000717539,8.905399321,5.254311601,5.119163905
23107,499,70,0.465429953,6.214608098,4.262679877,0.382148682,9.799043878,5.487042917,7.807816702
23108,507,383,0.225457237,6.230481448,5.950642553,0.203314029,9.641151838,7.608878354,6.547237171
23109,501,249,0.020306261,6.21860012,5.521460918,0.020102838,9.759335284,7.069380168,5.255808068
23110,498,253,0.179824661,6.212606096,5.537334267,0.165365835,9.818957778,7.089333592,6.279745858
23111,508,135,0.29899494,6.232448017,4.912654886,0.261590842,9.621590396,6.304087054,6.958021977
23112,498,237,0.096799695,6.212606096,5.472270674,0.092396572,9.818957778,7.007546097,5.765396106
23113,873,49,1,6.773080376,3.912023005,0.693147181,4.243925888,5.046253445,10
23114,874,34,1,6.774223886,3.555348061,0.693147181,4.232551399,4.59789902,10
23115,873,32,1,6.773080376,3.496507561,0.693147181,4.243925888,4.523934198,10
23116,876,17,1,6.776506992,2.890371758,0.693147181,4.209841367,3.761997666,10
23117,875,34,1,6.775366091,3.555348061,0.693147181,4.221189902,4.59789902,10
23118,508,246,0.162967181,6.232448017,5.509388337,0.150974654,9.621590396,7.054204459,6.178304508
23119,508,142,-0.018542981,6.232448017,4.96284463,-0.018373156,9.621590396,6.367177535,4.984596364
23120,506,85,0.00483343,6.228511004,4.454347296,0.004821786,9.660751824,5.727976398,5.148094149
23121,491,106,-0.011947992,6.198478716,4.672828834,-0.011877178,9.959482674,6.00261628,5.03038557
23122,500,119,-0.053499026,6.216606101,4.787491743,-0.05211703,9.779169766,6.146752063,4.746740692
23123,518,82,0.007496918,6.251903883,4.418840608,0.007468956,9.428063092,5.683343094,5.166753666
23124,507,44,-0.022397296,6.230481448,3.80666249,-0.02215016,9.641151838,4.913811135,4.957972811
23125,510,38,-0.049140212,6.23636959,3.663561646,-0.047970983,9.582582544,4.73392775,4.775965579
23126,538,306,0.139993413,6.289715571,5.726847748,0.131022484,9.051950623,7.327559487,6.037664559
23127,518,208,0.219240425,6.251903883,5.342334252,0.198228063,9.428063092,6.844210908,6.511386935
23128,544,162,0.111889193,6.300785795,5.093750201,0.106060544,8.941835221,6.531730983,5.861711467
23129,581,131,0.307951055,6.366470448,4.882801923,0.268461833,8.288470654,6.266560705,7.00645459
23130,523,154,0.447242218,6.261491684,5.043425117,0.369659827,9.332693332,6.468470375,7.719784573
23131,507,110,0.477055771,6.230481448,4.709530201,0.390050763,9.641151838,6.04875134,7.863517318
23132,530,161,0.033043491,6.274762021,5.087596335,0.032509291,9.200693428,6.523995333,5.343259351
23133,529,164,0.072460573,6.272877007,5.105945474,0.06995561,9.219443649,6.547060921,5.60721302
23134,527,43,0.326805427,6.269096284,3.784189634,0.282774119,9.25705046,4.885561872,7.107339818
23135,506,50,0.059285191,6.228511004,3.931825633,0.057594333,9.660751824,5.071146126,5.520080174
23136,508,50,0.398701226,6.232448017,3.931825633,0.33554411,9.621590396,5.071146126,7.479307834
23137,574,22,0.08905833,6.354370041,3.135494216,0.085313406,8.408833277,4.070126232,5.715467898
23138,532,87,-0.010687651,6.278521424,4.477336814,-0.010630941,9.163298685,5.756875126,5.039170113
23139,589,25,-0.023147474,6.380122537,3.258096538,-0.022883635,8.152673463,4.22424217,4.952802651
23140,554,53,0.078270592,6.318968114,3.988984047,0.075358454,8.760975881,5.142996499,5.645296888
23141,589,27,0.207453177,6.380122537,3.33220451,0.188513329,8.152673463,4.317398804,6.442909185
23142,580,49,0.340863193,6.364750757,3.912023005,0.29331358,8.305576401,5.046253445,7.181630953
23143,674,15,0.389670049,6.514712691,2.772588722,0.329066344,6.813906588,3.61393976,7.433646999
23144,503,299,-0.020620721,6.222576268,5.703782475,-0.020410992,9.719784577,7.298565532,4.970231956
23145,543,178,-0.00916375,6.298949247,5.187385806,-0.009122017,8.960103343,6.64943462,5.0498063
23146,509,245,-0.054946365,6.234410726,5.505331536,-0.053489927,9.602067349,7.049104901,4.737063344
23147,502,280,0.022199411,6.22059017,5.638354669,0.021956591,9.739540273,7.216320209,5.268874901
23148,510,267,0.005134599,6.23636959,5.590986981,0.005121462,9.582582544,7.156777162,5.15020652
23149,570,23,0.012007444,6.34738921,3.17805383,0.011935927,8.478271532,4.12362534,5.198240694
23150,582,50,0.0057877,6.368187186,3.931825633,0.005771016,8.271394272,5.071146126,5.154785129
23151,558,19,0.42022139,6.326149473,2.995732274,0.350812768,8.689542973,3.894439976,7.586934384
23152,523,173,-0.052599923,6.261491684,5.159055299,-0.051263221,9.332693332,6.613822059,4.75275907
23153,506,87,0.289837562,6.228511004,4.477336814,0.254516289,9.660751824,5.756875126,6.908154478
23154,527,266,0.003544324,6.269096284,5.587248658,0.003538058,9.25705046,7.152077944,5.139045334
23155,542,161,-0.105489132,6.29710932,5.087596335,-0.100287891,8.978405078,6.523995333,4.407191284
23156,524,229,-0.000255316,6.263398263,5.438079309,-0.000255283,9.313728618,6.964566208,5.112306624
23157,577,135,0.059974384,6.359573869,4.912654886,0.058244742,8.357070855,6.304087054,5.524664812
23158,506,266,-0.085879622,6.228511004,5.587248658,-0.08239037,9.660751824,7.152077944,4.533348311
23159,534,262,-0.020279407,6.282266747,5.572154032,-0.020076518,9.126043999,7.133103405,4.972589615
23160,538,77,-0.038497154,6.289715571,4.356708827,-0.037774624,9.051950623,5.605241003,4.847838235
23161,497,102,-0.037106024,6.210600077,4.634728988,-0.036434165,9.838911626,5.954723275,4.857286932
23162,521,170,0.136805991,6.257667588,5.141663557,0.128222568,9.37073158,6.591959955,6.017928358
23163,504,211,-0.047526507,6.224558429,5.356586275,-0.046431678,9.70006804,6.86212626,4.786815916
23164,542,87,0.388037879,6.29710932,4.477336814,0.327891152,8.978405078,5.756875126,7.425363239
23165,504,277,-0.04444512,6.224558429,5.627621114,-0.043485759,9.70006804,7.202827707,4.807581273
23166,496,244,-0.051876018,6.208590026,5.501258211,-0.050575254,9.858905582,7.043984571,4.757608448
23167,508,230,-0.000701698,6.232448017,5.442417711,-0.000701452,9.621590396,6.970019749,5.109161643
23168,511,316,-0.018405671,6.238324625,5.758901774,-0.018238336,9.563135832,7.367852658,4.985546689
23169,493,297,0.453703059,6.202535517,5.697093487,0.374114135,9.91912972,7.290157211,7.751182342
23170,491,461,-0.039070008,6.198478716,6.135564891,-0.03832609,9.959482674,7.841333003,4.843951025
23171,495,394,-0.051572296,6.206575927,5.978885765,-0.050286469,9.878939808,7.644381182,4.75964405
23172,532,320,-0.031428928,6.278521424,5.771441123,-0.030945149,9.163298685,7.383615113,4.895978209
23173,510,415,0.183484069,6.23636959,6.03068526,0.168462689,9.582582544,7.709495184,6.30157513
23174,510,326,0.092004418,6.23636959,5.789960171,0.088014923,9.582582544,7.406894284,5.734510502
23175,510,331,0.161404128,6.23636959,5.805134969,0.149629728,9.582582544,7.425969601,6.168824325
23176,520,262,-0.013086544,6.255750042,5.572154032,-0.013001655,9.389805392,7.133103405,5.022459297
23177,513,307,-0.043831261,6.242223265,5.730099783,-0.042897849,9.524356096,7.331647423,4.811725364
23178,551,81,-0.064051287,6.313548046,4.406719247,-0.062083592,8.814889236,5.668106068,4.676487841
23179,570,68,0.03370709,6.34738921,4.234106505,0.033151457,8.478271532,5.451125065,5.34778589
23180,561,57,0.108283609,6.33150185,4.060443011,0.10281252,8.636302936,5.232823226,5.838816618
23181,503,103,0.148645001,6.222576268,4.644390899,0.138582988,9.719784577,5.966868677,6.090957454
23182,508,486,-0.039865812,6.232448017,6.188264123,-0.039091678,9.621590396,7.907578009,4.838554511
23183,557,92,0.025696418,6.324358962,4.532599493,0.025371814,8.707353165,5.826342485,5.292948316
23184,507,284,0.28620774,6.230481448,5.65248918,0.251698152,9.641151838,7.234087845,6.888289839
23185,626,28,0.032583499,6.440946541,3.36729583,0.032063913,7.547657725,4.361509973,5.34011995
23186,591,64,0.015603946,6.383506635,4.17438727,0.015483456,8.119011876,5.376055639,5.223246712
23187,538,70,0.036749221,6.289715571,4.262679877,0.036090069,9.051950623,5.487042917,5.368499739
23188,504,292,-0.020489997,6.224558429,5.680172609,-0.020282902,9.70006804,7.268887003,4.971134846
23189,873,106,0.276473026,6.773080376,4.672828834,0.244100826,4.243925888,6.00261628,6.834737389
23190,497,191,0.008067567,6.210600077,5.257495372,0.008035198,9.838911626,6.7375651,5.170745022
23191,497,260,-0.033080015,6.210600077,5.564520407,-0.032544646,9.838911626,7.123507639,4.884703588
23192,503,338,-0.011222788,6.222576268,5.826000107,-0.01116028,9.719784577,7.452197901,5.035438882
23193,508,191,-0.014839189,6.232448017,5.257495372,-0.014730166,9.621590396,6.7375651,5.010275274
23194,506,243,-0.037779636,6.228511004,5.497168225,-0.037083465,9.660751824,7.038843299,4.852710108
23196,494,249,0.005128365,6.204557763,5.521460918,0.00511526,9.899014466,7.069380168,5.1501628
23197,516,203,-0.058923432,6.248042875,5.318119994,-0.057252762,9.466468505,6.813772633,4.710539661
23198,493,396,-0.038551014,6.202535517,5.983936281,-0.037826486,9.91912972,7.650729879,4.847472662
23199,506,1039,0.386605457,6.228511004,6.946975992,0.326858643,9.660751824,8.861308653,7.418085237
23200,501,588,0.009419028,6.21860012,6.378426184,0.009374945,9.759335284,8.146619194,5.180188705
23201,495,928,-0.008888365,6.206575927,6.834108739,-0.008849096,9.878939808,8.719430079,5.051730085
23202,499,839,-0.008282394,6.214608098,6.733401892,-0.008248284,9.799043878,8.592837614,5.055965123
23203,496,1192,0.013242386,6.208590026,7.084226422,0.013155472,9.858905582,9.033837839,5.206837088
23204,494,613,0.014588045,6.204557763,6.419994928,0.014482663,9.899014466,8.19887274,5.21619227
23205,498,502,-0.000986453,6.212606096,6.22059017,-0.000985967,9.818957778,7.948213121,5.107156137
23206,493,1106,0.000903262,6.202535517,7.009408933,0.000902854,9.91912972,8.939789314,5.120470165
23207,493,805,-0.001638377,6.202535517,6.692083743,-0.001637036,9.91912972,8.540899076,5.102566847
23208,495,698,-0.008175624,6.206575927,6.549650742,-0.008142385,9.878939808,8.361855195,5.056711588
23209,495,1079,0.002272005,6.206575927,6.98471632,0.002269428,9.878939808,8.908749729,5.130102944
23210,515,158,-0.020161489,6.246106765,5.068904202,-0.019960937,9.485726962,6.500498587,4.973404325
23211,522,133,0.015509572,6.259581464,4.8978398,0.015390528,9.351694273,6.285463908,5.222591676
23212,507,155,-0.015441783,6.230481448,5.049856007,-0.015323772,9.641151838,6.476554257,5.006091028
23213,582,117,-0.009325434,6.368187186,4.770684624,-0.00928222,8.271394272,6.125624854,5.048677052
23214,529,78,0.057621273,6.272877007,4.369447852,0.056022304,9.219443649,5.621254459,5.50899917
23215,535,165,0.011216891,6.284134161,5.111987788,0.011154448,9.107468849,6.554656348,5.192732165
23216,634,31,0.006590958,6.453624999,3.465735903,0.006569333,7.421545231,4.485253014,5.160412349
23217,539,74,-0.01081529,6.29156914,4.317488114,-0.010757223,9.033513195,5.555939025,5.038279973
23218,873,26,-0.027717727,6.773080376,3.295836866,-0.027340544,4.243925888,4.271683246,4.921386546
23219,873,45,-0.021225144,6.773080376,3.828641396,-0.021003028,4.243925888,4.941439485,4.966058781
23220,510,89,-0.015957003,6.23636959,4.49980967,-0.015831028,9.582582544,5.785124389,5.002515456
23221,509,117,0.03646345,6.234410726,4.770684624,0.035814389,9.602067349,6.125624854,5.36655651
23222,640,58,-0.015916253,6.463029457,4.077537444,-0.015790917,7.327999184,5.254311601,5.002798191
23223,532,73,0.00830563,6.278521424,4.304065093,0.008271328,9.163298685,5.539065761,5.172409467
23224,873,64,0.00377685,6.773080376,4.17438727,0.003769735,4.243925888,5.376055639,5.140678395
23225,524,76,-0.004047316,6.263398263,4.343805422,-0.004039148,9.313728618,5.589020916,5.085634708
23226,510,83,-0.008182628,6.23636959,4.430816799,-0.008149332,9.582582544,5.698397637,5.05666262
23227,530,102,0.006488862,6.274762021,4.634728988,0.0064679,9.200693428,5.954723275,5.159697368
23228,507,99,-0.005107779,6.230481448,4.605170186,-0.005094778,9.641151838,5.917566699,5.078193724
23229,493,231,0.182628623,6.202535517,5.446737372,0.167739607,9.91912972,6.975449733,6.296478236
23230,508,296,-0.005932894,6.232448017,5.693732139,-0.005915364,9.621590396,7.285931865,5.072409536
23231,519,305,-0.000557985,6.253828812,5.723585102,-0.000557829,9.408915849,7.323458213,5.110174019
23232,518,266,-0.003474692,6.251903883,5.587248658,-0.003468669,9.428063092,7.152077944,5.089655931
23233,505,180,0.001734864,6.226536669,5.198497031,0.001733361,9.680390507,6.663401867,5.126324287
23234,567,234,0.357118405,6.342121419,5.459585514,0.305363632,8.530670195,6.991600353,7.26657002
23235,506,112,0.273120747,6.228511004,4.727387819,0.241471167,9.660751824,6.071199068,6.816201304
23236,496,322,0.296808151,6.208590026,5.777652323,0.259905977,9.858905582,7.391422835,6.946145607
23237,495,188,0.429397047,6.206575927,5.241747015,0.35725271,9.878939808,6.717768797,7.632328604
23238,500,270,0.224666204,6.216606101,5.602118821,0.20266832,9.779169766,7.170770323,6.542685664
23239,493,178,0.223162337,6.202535517,5.187385806,0.201439585,9.91912972,6.64943462,6.534024486
23240,492,504,0.429132095,6.200509174,6.224558429,0.357067333,9.939285734,7.953201379,7.631021909
23241,503,331,0.40256969,6.222576268,5.805134969,0.338306047,9.719784577,7.425969601,7.498776323
23242,518,200,-0.021370505,6.251903883,5.303304908,-0.021145358,9.428063092,6.795149488,4.965055519
23243,494,476,0.158736895,6.204557763,6.167516491,0.147330528,9.899014466,7.88149742,6.152617597
23244,496,116,0.009104844,6.208590026,4.762173935,0.009063645,9.858905582,6.114926583,5.177994397
23245,497,840,0.419624806,6.210600077,6.73459166,0.350392616,9.838911626,8.594333199,7.583972794
23247,565,261,0.384525726,6.338594078,5.568344504,0.325357645,8.565756614,7.128314679,7.407504916
23249,508,89,0.02526915,6.232448017,4.49980967,0.024955163,9.621590396,5.785124389,5.290011402
23250,493,114,0.015347592,6.202535517,4.744932128,0.015231009,9.91912972,6.093252954,5.22146725
23251,504,128,0.021975472,6.224558429,4.859812404,0.021737492,9.70006804,6.237661977,5.267330503
23252,530,153,0.174304428,6.274762021,5.036952602,0.160675997,9.200693428,6.46033417,6.246687868
23253,506,77,0.381882806,6.228511004,4.356708827,0.323446922,9.660751824,5.605241003,7.394036506
23254,500,320,0.146735933,6.216606101,5.771441123,0.136919588,9.779169766,7.383615113,6.079232387
23255,503,148,0.021211483,6.222576268,5.003946306,0.020989651,9.719784577,6.418843957,5.26205908
23256,496,393,0.364063338,6.208590026,5.976350909,0.310467994,9.858905582,7.641194769,7.302549926
23263,514,376,-0.011752338,6.244166901,5.932245187,-0.011683815,9.505022777,7.585752143,5.031748556
23264,491,242,0.013569317,6.198478716,5.493061443,0.013478079,9.959482674,7.033680912,5.209111097
23265,537,229,0.005122353,6.28785856,5.438079309,0.005109279,9.07042229,6.964566208,5.15012064
23266,538,252,-0.027652809,6.289715571,5.533389489,-0.027277376,9.051950623,7.084374851,4.921831812
23267,552,92,0.015264657,6.315358002,4.532599493,0.015149324,8.79688563,5.826342485,5.220891464
23268,506,74,0.001546953,6.228511004,4.317488114,0.001545758,9.660751824,5.555939025,5.125001897
23269,549,75,-0.022345687,6.309918278,4.33073334,-0.022099681,8.850994501,5.572588796,4.958328634
23270,536,109,-0.015579026,6.285998095,4.700480366,-0.015458919,9.088928322,6.037375341,5.005138401
23271,571,82,-0.017333874,6.349138991,4.418840608,-0.017185356,8.460866472,5.683343094,4.992968995
23272,677,32,-0.0483819,6.519147288,3.496507561,-0.047247928,6.769795696,4.523934198,4.781062287
23273,529,90,0.017206568,6.272877007,4.510859507,0.017060212,9.219443649,5.799014467,5.234361033
23274,873,95,0.00863282,6.773080376,4.564348191,0.00859577,4.243925888,5.866251847,5.174696411
23275,547,259,-0.007592639,6.306275287,5.560681631,-0.00756396,8.887231298,7.118682146,5.060788821
23280,494,154,0.008407148,6.204557763,5.043425117,0.008372005,9.899014466,6.468470375,5.173119122
23281,518,98,-0.004928811,6.251903883,4.59511985,-0.004916704,9.428063092,5.904933032,5.079448942
