StockCode,Recency,Frequency,Monetary,Recency_Scaled,Frequency_Scaled,Monetary_Scaled,Cluster
23198,493,396,-0.038551014,9.91912972,7.650729879,4.8474726619999995,0
23199,506,1039,0.38660545700000004,9.660751824,8.861308653,7.4180852370000006,0
23200,501,588,0.009419028000000001,9.759335284,8.146619194,5.180188705,0
23201,495,928,-0.008888365,9.878939808,8.719430079,5.051730085,0
23202,499,839,-0.008282394,9.799043877999999,8.592837614,5.055965123,0
23203,496,1192,0.013242386,9.858905582,9.033837839,5.206837088,0
23204,494,613,0.014588045,9.899014466,8.19887274,5.21619227,0
23205,498,502,-0.000986453,9.818957778,7.948213121,5.107156137,0
23206,493,1106,0.0009032619999999999,9.91912972,8.939789314,5.120470165,0
23207,493,805,-0.001638377,9.91912972,8.540899076,5.102566847,0
23208,495,698,-0.008175624,9.878939808,8.361855195,5.056711588,0
23209,495,1079,0.002272005,9.878939808,8.908749729,5.130102944,0
23210,515,158,-0.020161488999999998,9.485726962000001,6.500498587,4.973404325,0
23211,522,133,0.015509572,9.351694273,6.285463908,5.222591676,0
23212,507,155,-0.015441783,9.641151837999999,6.476554257,5.006091028,0
23213,582,117,-0.009325434,8.271394272,6.125624854,5.0486770519999995,0
23214,529,78,0.057621273,9.219443649,5.621254459,5.50899917,0
23215,535,165,0.011216891000000001,9.107468849,6.554656348,5.192732165,0
23216,634,31,0.006590958,7.4215452310000005,4.4852530139999995,5.160412349,2
23217,539,74,-0.01081529,9.033513195,5.555939025,5.038279973,0
23218,873,26,-0.027717727,4.243925888,4.271683246,4.921386546,1
23219,873,45,-0.021225143999999998,4.243925888,4.941439485,4.966058781,1
23220,510,89,-0.015957003,9.582582544,5.785124389,5.002515456,0
23221,509,117,0.03646345,9.602067349,6.125624854,5.36655651,0
23222,640,58,-0.015916253,7.327999183999999,5.254311601,5.002798191,2
23223,532,73,0.00830563,9.163298685,5.539065761,5.172409467,0
23224,873,64,0.00377685,4.243925888,5.376055639,5.140678395,1
23225,524,76,-0.004047316,9.313728617999999,5.589020916,5.085634708,0
23226,510,83,-0.008182628,9.582582544,5.698397637,5.05666262,0
23227,530,102,0.006488862,9.200693428,5.954723275,5.159697368,0
23228,507,99,-0.005107779000000001,9.641151837999999,5.917566699,5.078193724,0
23229,493,231,0.18262862300000002,9.91912972,6.975449733,6.2964782360000005,0
23230,508,296,-0.005932894,9.621590396,7.285931865,5.072409536,0
23231,519,305,-0.000557985,9.408915849,7.323458212999999,5.110174019,0
23232,518,266,-0.003474692,9.428063092,7.152077944,5.089655931,0
23233,505,180,0.001734864,9.680390507,6.663401867,5.126324287,0
23234,567,234,0.357118405,8.530670195,6.991600353,7.26657002,0
23235,506,112,0.273120747,9.660751824,6.071199067999999,6.816201304,0
23236,496,322,0.296808151,9.858905582,7.391422835,6.946145607,0
23237,495,188,0.42939704700000003,9.878939808,6.717768797000001,7.632328604,0
23238,500,270,0.22466620399999998,9.779169766,7.170770322999999,6.5426856639999995,0
23239,493,178,0.223162337,9.91912972,6.64943462,6.534024486,0
23240,492,504,0.429132095,9.939285734,7.953201378999999,7.631021908999999,0
23241,503,331,0.40256969,9.719784577,7.425969601,7.4987763229999995,0
23242,518,200,-0.021370505,9.428063092,6.795149488,4.965055519,0
23243,494,476,0.158736895,9.899014466,7.88149742,6.152617597000001,0
23244,496,116,0.009104844,9.858905582,6.114926583,5.177994397,0
23245,497,840,0.419624806,9.838911626,8.594333199,7.583972794,0
23247,565,261,0.384525726,8.565756614,7.128314679,7.407504916000001,0
23249,508,89,0.02526915,9.621590396,5.785124389,5.290011402,0
23250,493,114,0.015347592,9.91912972,6.0932529539999996,5.22146725,0
23251,504,128,0.021975472000000003,9.70006804,6.237661977,5.267330503,0
23252,530,153,0.174304428,9.200693428,6.46033417,6.2466878679999995,0
23253,506,77,0.381882806,9.660751824,5.605241003,7.394036506,0
23254,500,320,0.146735933,9.779169766,7.383615112999999,6.079232387,0
23255,503,148,0.021211483,9.719784577,6.418843957000001,5.26205908,0
23256,496,393,0.36406333799999996,9.858905582,7.641194769,7.302549926,0
23263,514,376,-0.011752338000000001,9.505022777,7.585752143,5.031748556,0
23264,491,242,0.013569317,9.959482674,7.033680912,5.209111097,0
23265,537,229,0.005122353,9.07042229,6.964566208,5.15012064,0
23266,538,252,-0.027652809,9.051950623,7.084374851000001,4.921831812,0
23267,552,92,0.015264657,8.79688563,5.826342485,5.220891464,0
23268,506,74,0.0015469529999999998,9.660751824,5.555939025,5.125001897,0
23269,549,75,-0.022345687000000003,8.850994501,5.572588796000001,4.958328634,0
23270,536,109,-0.015579026000000001,9.088928322000001,6.037375341000001,5.005138401,0
23271,571,82,-0.017333874,8.460866472000001,5.683343094,4.992968995,0
23272,677,32,-0.0483819,6.769795696,4.523934198,4.781062287,2
23273,529,90,0.017206568000000002,9.219443649,5.799014467,5.234361033,0
23274,873,95,0.00863282,4.243925888,5.866251847000001,5.174696411,1
23275,547,259,-0.007592639,8.887231298,7.118682146,5.060788821,0
23280,494,154,0.008407148,9.899014466,6.468470375,5.173119122,0
23281,518,98,-0.004928811,9.428063092,5.904933032000001,5.079448942,0
23282,498,136,0.014852173,9.818957778,6.3132961739999995,5.21802706,0
23283,513,239,0.281292421,9.524356096,7.018065316,6.861300618,0
23284,500,765,0.403465303,9.779169766,8.476913798,7.5032759460000005,0
23285,495,184,-0.008380995,9.878939808,6.69087923,5.055275841,0
23286,498,214,0.002393331,9.818957778,6.879789867,5.130956166,0
23287,511,183,-0.006900283,9.563135832,6.684065992000001,5.065634025,0
23288,499,174,-0.000533651,9.799043877999999,6.621025743,5.110345455,0
23289,523,174,-0.016552723999999998,9.332693332,6.621025743,4.99838347,0
23290,490,191,-0.0071051659999999996,9.979720707,6.737565099999999,5.064199878,0
23291,509,171,-0.005774949000000001,9.602067349,6.599289651,5.0735163860000005,0
23292,525,196,-0.009741122,9.294799992,6.769881515,5.045774595,0
23293,873,436,0.012642683,4.243925888,7.771401774,5.202663884,1
23294,873,289,-0.00027014599999999997,4.243925888,7.255949949,5.112202116000001,1
23295,873,348,-0.003639205,4.243925888,7.488742315,5.0885004160000005,1
23296,874,317,0.019962297,4.232551399,7.37181184,5.253431368,1
23297,889,134,0.003836387,4.063476682,6.294809969,5.141096471,1
23298,491,1166,0.182963022,9.959482674,9.006139242,6.298471081000001,0
23299,493,170,0.20150011199999998,9.91912972,6.591959955,6.408070502999999,0
23300,496,696,0.0072841830000000005,9.858905582,8.358253361000001,5.165265126,0
23301,500,839,0.003311025,9.779169766,8.592837614,5.13740646,0
23302,513,215,0.01471432,9.524356096,6.885623006,5.217069511,0
23303,897,5,0.028350006,3.974464994,2.380998833,5.311160917,1
23304,875,6,0.030871054,4.221189902,2.574772297,5.328420363999999,1
23305,875,7,0.000499842,4.221189902,2.7426265069999998,5.117628508999999,1
23306,496,275,0.017909553,9.858905582,7.193751572,5.239230767,0
23307,503,604,0.006821746,9.719784577,8.180310707,5.162028304,0
23308,506,350,-0.00212536,9.660751824,7.495925416,5.099140618,0
23309,500,368,-0.007077348000000001,9.779169766,7.558790481,5.064394586000001,0
23310,503,227,-0.000353269,9.719784577,6.953587628999999,5.111616372,0
23311,873,277,0.21991036600000002,4.243925888,7.202827707000001,6.5152590329999995,1
23312,874,169,0.192221207,4.232551399,6.584587269,6.353422554,1
23313,873,309,0.37281104600000003,4.243925888,7.339783627999999,7.347609745,1
23314,875,89,0.370194989,4.221189902,5.785124389,7.334164487000001,1
23315,512,78,0.32883682,9.543727066,5.621254459,7.118123645,0
23316,609,91,0.371352449,7.821076434,5.812752739,7.340116432,0
23317,523,72,0.320771293,9.332693332,5.521962921,7.075209447000001,0
23318,873,309,0.27160787399999997,4.243925888,7.339783627999999,6.807820037999999,1
23319,873,330,0.218906255,4.243925888,7.422177625,6.509454712999999,1
23320,873,258,0.39426907,4.243925888,7.113838058,7.4569362020000005,1
23321,506,560,0.011710509,9.660751824,8.085394745,5.196172172,0
23322,493,501,0.331527027,9.91912972,7.945711548999999,7.1323795070000005,0
23323,580,226,0.031015143,8.305576401,6.948062172,5.329405546,0
23324,876,35,-0.010221869,4.209841367,4.63331092,5.042419369,1
23325,884,29,0.020918077,4.1195162089999995,4.404125556,5.260033572,1
23326,873,62,0.274418593,4.243925888,5.336769964,6.823383398,1
23327,876,34,0.010145938,4.209841367,4.59789902,5.185262954,1
23328,873,329,0.38712833799999996,4.243925888,7.418374175,7.420742818,1
23329,873,181,0.002255366,4.243925888,6.6703277210000005,5.12998592,1
23330,874,172,0.007836306,4.232551399,6.606576856,5.169127757,1
23331,873,86,0.006148122,4.243925888,5.742508806,5.157310621000001,1
23332,873,221,0.013607387,4.243925888,6.920064593999999,5.2093758480000005,1
23333,874,192,0.017787241000000002,4.232551399,6.74409519,5.2383837269999995,1
23334,873,102,0.007534769,4.243925888,5.954723275,5.167018478,1
23335,525,83,0.00146097,9.294799992,5.698397637,5.12439673,0
23336,530,73,0.029994162,9.200693428,5.539065761,5.322421834,0
23337,543,52,0.12335019300000001,8.960103343,5.119499753,5.933996908999999,2
23338,527,94,0.01036419,9.25705046,5.853089011000001,5.1867857619999995,0
23339,558,63,0.00527086,8.689542973,5.356566267,5.15116203,0
23340,873,122,0.027077825,4.243925888,6.177791647,5.302435316,1
23341,508,102,0.181902886,9.621590396,5.954723275,6.292151277,0
23342,551,131,0.280382321,8.814889236,6.266560705,6.8562920510000005,0
23343,502,400,0.03135292,9.739540273,7.6633318820000005,5.331714486,0
23344,522,601,0.028365928,9.351694273,8.174061948,5.311270055,0
23345,874,146,0.006411126,4.232551399,6.401856681,5.159152928999999,1
23346,873,152,-0.00459833,4.243925888,6.452144959,5.081767413,1
23347,873,73,-0.002178232,4.243925888,5.539065761,5.098768731,1
23348,503,148,0.23307469600000003,9.719784577,6.418843957000001,6.590917332,0
23349,873,272,0.008327775,4.243925888,7.180013301000001,5.17256428,1
23350,873,243,0.000589226,4.243925888,7.038843299,5.118258222,1
23351,873,283,-0.0048901990000000005,4.243925888,7.229669424,5.079719786,1
23352,873,167,-0.007126041,4.243925888,6.569710891000001,5.064053776000001,1
23353,873,257,-0.009339174,4.243925888,7.1089752310000005,5.048581091,1
23354,873,264,0.014802901,4.243925888,7.142626476,5.217684826,1
23355,873,632,0.150142239,4.243925888,8.237181634,6.100139522,1
23356,873,361,0.282451931,4.243925888,7.53471512,6.867676619,1
23357,873,75,0.181828297,4.243925888,5.572588796000001,6.2917064179999995,1
23358,873,65,0.252082649,4.243925888,5.395247452,6.698747061000001,1
23359,873,68,0.009683254,4.243925888,5.451125065,5.182033578,1
23360,873,89,0.027738022999999997,4.243925888,5.785124389,5.306964816,1
23365,873,135,0.001289339,4.243925888,6.304087054,5.123188586,1
23366,873,146,-0.004884005,4.243925888,6.401856681,5.079763233,1
23367,873,219,0.003935524,4.243925888,6.908688595,5.1417925680000005,1
23368,873,179,-0.003579498,4.243925888,6.656437642,5.088919764,1
23369,873,105,0.019176057,4.243925888,5.990813007000001,5.24799565,1
23370,873,125,0.016762152,4.243925888,6.208083217,5.231280727,1
23371,873,147,-0.002584576,4.243925888,6.410379014,5.095911275,1
23372,873,119,0.014602921000000001,4.243925888,6.146752062999999,5.216295618,1
23373,875,76,0.00841613,4.221189902,5.589020916,5.173181908,1
23374,873,108,0.0171559,4.243925888,6.025895451,5.234009914,1
23375,873,78,-0.0026181629999999997,4.243925888,5.621254459,5.095675143999999,1
23376,873,122,-0.00251598,4.243925888,6.177791647,5.096393569,1
23377,873,105,-0.002856876,4.243925888,5.990813007000001,5.0939970830000005,1
23378,873,144,0.004181938,4.243925888,6.384636695,5.143522483,1
23379,873,59,-0.004545144,4.243925888,5.275438809,5.0821406069999995,1
23380,873,92,0.002232477,4.243925888,5.826342485,5.129824945,1
23381,873,54,-0.004157548,4.243925888,5.166062088,5.084860878,1
23382,873,181,0.252835176,4.243925888,6.6703277210000005,6.702982287999999,1
23388,873,120,0.305409953,4.243925888,6.1571839839999996,6.992746674,1
23389,873,186,0.222531686,4.243925888,6.704395912000001,6.530389222999999,1
23390,873,135,0.12454147300000001,4.243925888,6.304087054,5.941468055,1
23391,873,74,0.09393257599999999,4.243925888,5.555939025,5.746945725,1
23392,873,96,0.35757254,4.243925888,5.879278277999999,7.268928398,1
23393,873,187,0.352142643,4.243925888,6.711100138,7.2406784879999995,1
23394,873,115,0.45683187,4.243925888,6.10413648,7.766337316,1
23395,873,168,0.12363781,4.243925888,6.577171087000001,5.935801436,1
23396,873,161,0.122396449,4.243925888,6.523995332999999,5.928009765,1
23397,873,173,0.195193562,4.243925888,6.613822058999999,6.3709743539999995,1
23398,873,53,-0.012770743000000001,4.243925888,5.142996499,5.024656918,1
23399,873,176,0.005709982,4.243925888,6.635310434,5.154240434,1
23400,873,90,0.190688871,4.243925888,5.799014467,6.344356985,1
23401,873,72,0.41372546600000004,4.243925888,5.521962921,7.554619803,1
23402,873,54,0.22623823,4.243925888,5.166062088,6.551728032000001,1
23403,873,106,0.426035538,4.243925888,6.00261628,7.615732309,1
23404,873,147,0.284811494,4.243925888,6.410379014,6.8806337829999995,1
23405,873,51,0.08539888699999999,4.243925888,5.095555424,5.691742517000001,1
23406,875,85,0.45063536600000004,4.221189902,5.727976397999999,7.7362917,1
23407,873,109,0.24208004600000002,4.243925888,6.037375341000001,6.642209226,1
23408,874,50,-0.018795593,4.232551399,5.071146126,4.982848372,1
23409,876,34,0.21743586899999998,4.209841367,4.59789902,6.500946436,1
23410,886,15,0.245079573,4.0970624980000006,3.61393976,6.659211145,1
23411,879,48,0.358263309,4.175873241000001,5.020857848,7.27251413,1
23412,932,61,0.319741686,3.594140525,5.316656906,7.0697123710000005,1
23413,873,48,0.304636108,4.243925888,5.020857848,6.988566884,1
23414,881,51,0.431293553,4.153292097,5.095555424,7.641674738,1
23415,873,38,0.03157021,4.243925888,4.73392775,5.333199415,1
23416,874,19,0.0011128,4.232551399,3.894439976,5.121945683,1
23417,873,22,-0.009388923,4.243925888,4.070126232,5.048233677,1
23418,875,58,0.39066700200000004,4.221189902,5.254311601,7.438702056,1
23419,873,71,0.286807351,4.243925888,5.504624173,6.891575147,1
23420,890,23,0.03235171,4.052306563,4.12362534,5.338537479,1
23421,889,25,0.42558827,4.063476682,4.22424217,7.613521126,1
23422,873,34,0.007535305,4.243925888,4.59789902,5.167022228,1
23423,873,56,0.390199755,4.243925888,5.210961122,7.436333325,1
23424,876,111,0.12981741,4.209841367,6.060025311,5.974461363,1
23425,873,46,0.148850984,4.243925888,4.968473631,6.092221391,1
23426,873,163,0.250347294,4.243925888,6.5394193210000005,6.688970746,1
23427,873,87,0.238335537,4.243925888,5.756875126000001,6.620926889,1
23428,873,27,0.257138892,4.243925888,4.317398804,6.7271548910000005,1
23429,875,17,0.403804613,4.221189902,3.761997666,7.504979911,1
23430,874,13,0.22777213,4.232551399,3.4460855510000004,6.560539926000001,1
23431,880,64,-0.004558548,4.164576262,5.376055639,5.0820465519999996,1
23432,875,62,-0.015190993,4.221189902,5.336769964,5.007832148,1
23433,879,75,0.0036238620000000003,4.175873241000001,5.572588796000001,5.13960398,1
23434,873,158,0.069827182,4.243925888,6.500498587,5.589883507000001,1
23435,873,85,-0.002066929,4.243925888,5.727976397999999,5.099551627,1
23436,873,91,0.017932517,4.243925888,5.812752739,5.2393897869999995,1
23437,873,100,0.022168082000000002,4.243925888,5.930074656,5.26865886,1
23438,873,86,0.014918371000000001,4.243925888,5.742508806,5.2184868380000005,1
23439,873,304,-0.000136041,4.243925888,7.319343514,5.113147209,1
23440,874,3,0.046936368,4.232551399,1.871313253,5.437424044,1
23441,874,3,0.0,4.232551399,1.871313253,5.114106077,1
23442,874,6,0.141986411,4.232551399,2.574772297,6.049976992,1
23444,511,71,0.32847291100000003,9.563135832,5.504624173,7.116193013999999,0
23445,874,86,-0.00579512,4.232551399,5.742508806,5.073375025,1
23446,874,2,0.002512677,4.232551399,1.50968558,5.13179536,1
23447,874,3,-0.018517831000000002,4.232551399,1.871313253,4.984770416,1
23448,926,1,0.0,3.6583148739999998,1.0,5.114106077,1
23449,896,1,0.0,3.985547992,1.0,5.114106077,1
23451,873,41,-0.048101818,4.243925888,4.827084384,4.782945686000001,1
23452,874,69,-0.002707892,4.232551399,5.469212272999999,5.095044337,1
23453,874,39,0.014592118000000001,4.232551399,4.76575323,5.2162205660000005,1
23454,874,44,0.206318993,4.232551399,4.913811135,6.436284951,1
23455,873,31,0.421582621,4.243925888,4.4852530139999995,7.593687222000001,1
23456,879,35,0.387882703,4.175873241000001,4.63331092,7.424575167,1
23457,873,27,0.102627152,4.243925888,4.317398804,5.802748556,1
23458,873,22,0.41885769700000003,4.243925888,4.070126232,7.580162841,1
23459,873,18,0.386756049,4.243925888,3.8299622889999996,7.418850733999999,1
23460,876,38,0.130383312,4.209841367,4.73392775,5.977991107999999,1
23461,874,77,0.32450048600000003,4.232551399,5.605241003,7.095083821,1
23462,873,43,0.26776006399999996,4.243925888,4.885561872,6.78645829,1
23463,876,5,-0.00346518,4.209841367,2.380998833,5.089722749,1
23464,873,6,0.360789742,4.243925888,2.574772297,7.285613151000001,1
23465,873,10,0.210111185,4.243925888,3.142935365,6.45840902,1
23466,873,24,-0.107749816,4.243925888,4.174940192,4.3927913610000004,1
23467,879,9,0.212398907,4.175873241000001,3.0231267230000003,6.471722335,1
23468,888,9,0.45490682200000004,4.074659358,3.0231267230000003,7.757016847999999,1
23469,873,59,0.330631944,4.243925888,5.275438809,7.12763951,1
23470,876,73,0.253724223,4.209841367,5.539065761,6.707982583,1
23471,879,23,0.19337056800000002,4.175873241000001,4.12362534,6.360214728,1
23472,874,26,0.34617706600000003,4.232551399,4.271683246,7.209510529,1
23473,874,46,-0.006087926,4.232551399,4.968473631,5.071323264,1
23474,873,33,-0.015086183000000001,4.243925888,4.561460547,5.008559918,1
23475,874,28,0.012117567,4.232551399,4.361509973,5.199007678,1
23476,881,18,0.049022139000000006,4.153292097,3.8299622889999996,5.451453237999999,1
23477,881,11,0.006133673,4.153292097,3.252312087,5.157209391,1
23478,880,12,0.002497264,4.164576262,3.352928917,5.131686985,1
23479,874,32,0.17301475,4.232551399,4.523934198,6.238942217000001,1
23480,873,171,0.23328986300000001,4.243925888,6.599289651,6.592147227000001,1
23481,875,17,0.002421163,4.221189902,3.761997666,5.1311518739999995,1
23482,875,29,-0.01142477,4.221189902,4.404125556,5.03403108,1
23483,873,60,-0.051682474000000006,4.243925888,5.296216792,4.75890555,1
23484,875,25,0.16440400300000002,4.221189902,4.22424217,6.187007851000001,1
23485,873,79,0.234497037,4.243925888,5.637066483,6.599043441,1
23486,874,60,0.459220655,4.232551399,5.296216792,7.777885943999999,1
23487,876,42,0.335613251,4.209841367,4.856663144,7.1539780870000005,1
23489,873,121,0.202583015,4.243925888,6.167530045,6.414420722000001,1
23490,875,81,0.44261353,4.221189902,5.668106067999999,7.697204222000001,1
23491,874,59,0.35635939,4.232551399,5.275438809,7.262626606,1
23492,879,22,0.348797773,4.175873241000001,4.070126232,7.22321974,1
23493,873,330,0.009074545,4.243925888,7.422177625,5.177782747,1
23494,873,172,0.45281638799999996,4.243925888,6.606576856,7.746881654,1
23495,873,30,0.021262528,4.243925888,4.445343652,5.262411406,1
23496,873,26,-0.00047760099999999997,4.243925888,4.271683246,5.110740338,1
23497,873,160,0.009509665,4.243925888,6.516211782999999,5.180821602,1
23498,873,75,-0.021293222,4.243925888,5.572588796000001,4.965588897,1
23499,873,87,-0.001387351,4.243925888,5.756875126000001,5.10433362,1
23500,873,72,-0.000219435,4.243925888,5.521962921,5.112559483,1
23501,873,90,0.013073551999999999,4.243925888,5.799014467,5.20566246,1
23502,874,77,0.007545331999999999,4.232551399,5.605241003,5.167092381000001,1
23503,873,275,0.0037149970000000003,4.243925888,7.193751572,5.14024403,1
23504,873,164,0.021151978,4.243925888,6.547060921,5.2616483380000005,1
23505,873,93,-0.007096678,4.243925888,5.839786884,5.064259289,1
23506,873,108,0.018303502,4.243925888,6.025895451,5.241958274,1
23507,873,91,-0.0014018529999999998,4.243925888,5.812752739,5.104231535,1
23508,873,93,-0.0037945609999999997,4.243925888,5.839786884,5.087409383,1
23509,873,51,0.00181635,4.243925888,5.095555424,5.126897651,1
23510,873,93,-0.00049938,4.243925888,5.839786884,5.1105869010000005,1
23511,873,84,-0.0077582530000000005,4.243925888,5.713274016000001,5.059630322,1
23512,873,49,0.22103086800000002,4.243925888,5.046253445,6.521730514,1
23513,876,60,0.151500675,4.209841367,5.296216792,6.10846003,1
23514,879,61,0.006157971999999999,4.175873241000001,5.316656906,5.157379625,1
23515,874,61,0.039519815,4.232551399,5.316656906,5.3873118710000005,1
23516,876,35,0.140478443,4.209841367,4.63331092,6.040662982000001,1
23517,875,52,0.19860322,4.221189902,5.119499753,6.391054754,1
23518,879,37,0.133382774,4.175873241000001,4.701275542,5.996670409,1
23519,887,21,0.39106726,4.085854621,4.014248619,7.440730547,1
23520,876,28,0.138954801,4.209841367,4.361509973,6.031239642,1
23521,873,30,0.471541174,4.243925888,4.445343652,7.837151126,1
23522,875,23,0.431795739,4.221189902,4.12362534,7.6441474760000006,1
23523,874,32,0.228591381,4.232551399,4.523934198,6.565241817,1
23524,875,49,0.253661235,4.221189902,5.046253445,6.707628432999999,1
23525,874,36,0.370593192,4.232551399,4.667752506999999,7.336212716,1
23526,873,113,0.226561702,4.243925888,6.082274375,6.553587216,1
23527,875,34,0.255162745,4.221189902,4.59789902,6.716065795,1
23528,873,39,0.212083314,4.243925888,4.76575323,6.469887247999999,1
23529,873,28,0.38622042799999995,4.243925888,4.361509973,7.4161276570000005,1
23530,873,67,0.471584128,4.243925888,5.4327738,7.837356875,1
23531,873,88,0.375948906,4.243925888,5.771079111000001,7.363703062000001,1
23532,873,25,0.081366871,4.243925888,4.22424217,5.665508831,1
23533,873,26,0.203549865,4.243925888,4.271683246,6.420085571,1
23534,873,203,0.114031713,4.243925888,6.813772632999999,5.875280968999999,1
23535,873,163,0.35902428700000005,4.243925888,6.5394193210000005,7.2764622029999995,1
23536,873,67,0.38238831,4.243925888,5.4327738,7.396614564,1
23537,881,29,0.35695062,4.153292097,4.404125556,7.265698495,1
23538,873,25,0.367821713,4.243925888,4.22424217,7.321944782,1
23539,876,28,0.12564086900000002,4.209841367,4.361509973,5.948355927000001,1
23540,875,12,0.217009179,4.221189902,3.352928917,6.4984755,1
23541,875,126,0.397330268,4.221189902,6.218020338,7.472395402999999,1
23542,875,69,0.398013812,4.221189902,5.469212272999999,7.475842709,1
23543,876,76,0.121175591,4.209841367,5.589020916,5.92033838,1
23544,875,16,0.24286263100000002,4.221189902,3.6901472930000003,6.64664903,1
23545,875,65,0.00256382,4.221189902,5.395247452,5.132154942,1
23546,875,91,0.000966462,4.221189902,5.812752739,5.12091524,1
23547,875,48,0.0017380479999999998,4.221189902,5.020857848,5.126346692,1
23548,873,35,-4.31e-05,4.243925888,4.63331092,5.113802198,1
23549,880,41,4.1e-05,4.164576262,4.827084384,5.114394819,1
23550,881,48,-0.002893582,4.153292097,5.020857848,5.093739089,1
23551,873,104,-0.007902005,4.243925888,5.978897852999999,5.05862491,1
23552,873,86,-2.62e-05,4.243925888,5.742508806,5.1139216460000005,1
23553,873,50,0.306925214,4.243925888,5.071146126,7.000923923999999,1
23554,873,45,0.306149679,4.243925888,4.941439485,6.996739861,1
23555,873,40,0.13858034,4.243925888,4.796792814,6.028921767000001,1
23556,873,43,0.299081986,4.243925888,4.885561872,6.958494308,1
23557,873,24,-0.042955568,4.243925888,4.174940192,4.817641283,1
23558,873,42,0.32029627,4.243925888,4.856663144,7.072673827999999,1
23559,873,95,0.21830123899999998,4.243925888,5.866251847000001,6.5059550779999995,1
23560,873,20,0.120780789,4.243925888,3.95577113,5.91785582,1
23561,873,10,0.254219062,4.243925888,3.142935365,6.710764185,1
23562,873,34,0.183584565,4.243925888,4.59789902,6.302173665,1
23564,873,57,0.009974921999999999,4.243925888,5.232823226,5.184069492,1
23565,873,48,-0.013557565,4.243925888,5.020857848,5.019182785,1
23566,873,64,-0.012358208999999998,4.243925888,5.376055639,5.027528728,1
23567,876,29,-0.00217682,4.209841367,4.404125556,5.098778664,1
23568,873,41,0.0006674389999999999,4.243925888,4.827084384,5.118809188999999,1
23569,873,146,0.33652721,4.243925888,6.401856681,7.1587999589999995,1
23570,873,205,-0.005477271999999999,4.243925888,6.826036529,5.075602933,1
23571,873,197,-0.004577536,4.243925888,6.776246285,5.081913315,1
23574,874,14,0.359562001,4.232551399,3.532812302,7.279250611,1
23575,873,26,0.049522069,4.243925888,4.271683246,5.454811693,1
23576,873,29,0.012857508,4.243925888,4.404125556,5.204159092,1
23578,873,13,0.252061755,4.243925888,3.4460855510000004,6.698629432000001,1
23579,873,28,0.138958941,4.243925888,4.361509973,6.031265266,1
23580,874,20,0.023236197000000004,4.232551399,3.95577113,5.276020722,1
23581,873,284,0.01607753,4.243925888,7.234087845,5.226532885,1
23582,873,211,0.127132733,4.243925888,6.86212626,5.957691916,1
23583,873,262,-0.0008994939999999999,4.243925888,7.133103405,5.107768527,1
23597,874,24,0.043124399,4.232551399,4.174940192,5.411711831,1
23598,873,37,0.219653215,4.243925888,4.701275542,6.5137730110000005,1
23601,883,4,-0.025900432999999997,4.1307621,2.151813469,4.933861935,1
23602,900,1,0.15,3.941289901,1.0,6.099267734,1
23603,873,12,0.306218347,4.243925888,3.352928917,6.997110431,1
23605,937,1,0.32,3.54097637,1.0,7.071091912999999,1
23607,887,5,0.00894552,4.085854621,2.380998833,5.176881389,1
23608,896,2,0.16,3.985547992,1.50968558,6.160297162000001,1
23609,883,1,0.23,4.1307621,1.0,6.573318926000001,1
23610,900,3,-0.001776344,3.941289901,1.871313253,5.101595996,1
23611,876,12,0.061555244,4.209841367,3.352928917,5.535169735,1
23612,894,2,0.28,4.007751103,1.50968558,6.854186955,1
23613,883,5,0.33615380100000003,4.1307621,2.380998833,7.1568303239999995,1
23614,873,10,0.17239000899999998,4.243925888,3.142935365,6.235187036,1
23615,875,4,0.32827181899999996,4.221189902,2.151813469,7.115125944,1
23616,873,3,0.44806642399999996,4.243925888,1.871313253,7.723797759,1
23619,903,2,0.227600902,3.9082250839999997,1.50968558,6.559556805,1
23620,893,6,0.188385535,4.018871272,2.574772297,6.330708078,1
23621,876,3,0.090395719,4.209841367,1.871313253,5.724118742000001,1
23623,896,4,0.186812774,3.985547992,2.151813469,6.321373135,1
23624,900,3,0.046160669,3.941289901,1.871313253,5.432199449,1
23625,879,3,0.34837051799999996,4.175873241000001,1.871313253,7.220986542,1
23626,873,13,0.136799507,4.243925888,3.4460855510000004,6.01788815,1
23627,886,2,-0.08579950900000001,4.0970624980000006,1.50968558,4.533868373,1
23629,886,8,-0.006112163,4.0970624980000006,2.8906844130000002,5.071153461000001,1
23630,881,3,0.322620571,4.153292097,1.871313253,7.085071996,1
23632,881,9,0.031443278,4.153292097,3.0231267230000003,5.332332012,1
23633,890,2,0.29,4.052306563,1.50968558,6.909042134,1
23634,875,4,0.15932068900000002,4.221189902,2.151813469,6.156168052000001,1
23635,894,2,0.37499378899999997,4.007751103,1.50968558,7.358808389,1
23636,873,4,0.0,4.243925888,2.151813469,5.114106077,1
23637,873,7,0.011766436000000002,4.243925888,2.7426265069999998,5.196561818,1
23638,887,1,0.15,4.085854621,1.0,6.099267734,1
23639,894,3,0.32160923199999997,4.007751103,1.871313253,7.079680047,1
23640,873,6,-0.046017632999999995,4.243925888,2.574772297,4.796976521,1
23644,883,4,0.182494231,4.1307621,2.151813469,6.295677172,1
23645,873,4,0.001381005,4.243925888,2.151813469,5.123833862,1
23646,894,5,0.459024142,4.007751103,2.380998833,7.776936611,1
