CustomerID,Recency,Frequency,Profit,R_Log,F_Log,P_Log,R_Norm,F_Norm,P_Norm,Score
15452,106,79,148.2588,4.6634,4.3694,4.999,4.3774,5.3457,5.8982,4.7232
15453,18,198,612.0657,2.8904,5.2883,6.4168,7.4195,6.2596,6.6054,7.1061
15457,103,109,1139.5263,4.6347,4.6913,7.0384,4.4267,5.6659,6.9155,4.9234
15458,412,7,26.9858,6.021,1.9459,3.2953,2.0482,2.9353,5.0483,2.5257
15460,12,102,241.9113,2.4849,4.625,5.4886,8.1151,5.5999,6.1424,7.4148
15462,481,4,3.0634,6.1759,1.3863,1.1195,1.7826,2.3788,3.963,2.1199
15463,416,6,1.857,6.0307,1.7918,0.619,2.0317,2.782,3.7133,2.3499
15465,17,105,1212.9694,2.8332,4.654,7.1008,7.5175,5.6287,6.9466,7.0827
15466,472,54,6.2991,6.157,3.989,1.8404,1.815,4.9673,4.3226,2.6962
15468,18,29,58.2089,2.8904,3.3673,4.064,7.4195,4.349,5.4318,6.6066
15469,430,23,23.5906,6.0638,3.1355,3.1608,1.9749,4.1185,4.9813,2.7042
15471,389,63,48.3257,5.9636,4.1431,3.878,2.1468,5.1206,5.339,3.0608
15472,500,72,26.7149,6.2146,4.2767,3.2852,1.7161,5.2535,5.0433,2.7563
15473,401,9,273.6589,5.994,2.1972,5.6119,2.0947,3.1853,6.2039,2.7237
15475,464,29,55.2764,6.1399,3.3673,4.0123,1.8443,4.349,5.406,2.7014
15480,503,44,220.3522,6.2206,3.7842,5.3952,1.7059,4.7637,6.0958,2.7564
15483,108,127,216.154,4.6821,4.8442,5.376,4.3454,5.8179,6.0862,4.814
15484,396,153,206.0429,5.9814,5.0304,5.3281,2.1162,6.0031,6.0623,3.2882
15488,479,2,0.3754,6.1717,0.6931,-0.9796,1.7897,1.6894,2.9159,1.8823
15489,54,75,252.9742,3.989,4.3175,5.5333,5.5346,5.2941,6.1647,5.5495
15491,31,234,1672.2123,3.434,5.4553,7.4219,6.4868,6.4257,7.1068,6.5366
15492,415,35,18.5425,6.0283,3.5553,2.9201,2.0358,4.5361,4.8611,2.8184
15493,94,296,1828.0081,4.5433,5.6904,7.511,4.5836,6.6595,7.1512,5.2555
15494,408,119,466.6285,6.0113,4.7791,6.1455,2.065,5.7532,6.4701,3.2431
15497,182,24,177.7926,5.204,3.1781,5.1806,3.45,4.1608,5.9888,3.846
15498,23,701,4633.9175,3.1355,6.5525,8.4412,6.9989,7.5169,7.6152,7.1642
15500,395,60,130.4214,5.9789,4.0943,4.8708,2.1205,5.0721,5.8342,3.0822
15502,118,237,3719.169,4.7707,5.4681,8.2213,4.1934,6.4384,7.5055,4.9736
15503,20,131,426.2129,2.9957,4.8752,6.0549,7.2387,5.8487,6.4249,6.8793
15506,409,142,262.3674,6.0137,4.9558,5.5697,2.0608,5.9289,6.1829,3.2466
15507,13,36,824.4242,2.5649,3.5835,6.7147,7.9778,4.5641,6.754,7.1727
15508,61,62,671.0158,4.1109,4.1271,6.5088,5.3255,5.1047,6.6513,5.4139
15510,327,2,4137.8561,5.79,0.6931,8.3279,2.4447,1.6894,7.5587,2.805
15511,398,140,612.4045,5.9865,4.9416,6.4174,2.1076,5.9148,6.6057,3.3188
15512,17,13,29.6508,2.8332,2.5649,3.3895,7.5175,3.551,5.0953,6.482
15513,11,2160,28832.2999,2.3979,7.6779,10.2693,8.2644,8.6362,8.5271,8.365
15514,18,232,9554.2347,2.8904,5.4467,9.1647,7.4195,6.4172,7.9762,7.2747
15516,431,15,153.4585,6.0661,2.7081,5.0334,1.9709,3.6934,5.9153,2.7098
15517,74,51,3019.9846,4.3041,3.9318,8.013,4.994,4.9105,7.4016,5.2181
15518,63,258,30.8792,4.1431,5.553,3.4301,5.2701,6.5228,5.1156,5.5052
15521,54,295,1050.1307,3.989,5.687,6.9567,5.5346,6.6561,6.8747,5.8929
15522,419,13,16.23,6.0379,2.5649,2.7869,2.0193,3.551,4.7947,2.6032
15523,471,10,12.8485,6.1549,2.3026,2.5532,1.8186,3.2901,4.6782,2.3989
15525,10,1158,4821.8186,2.3026,7.0544,8.4809,8.4279,8.0162,7.635,8.2663
15527,12,184,1002.0824,2.4849,5.2149,6.9098,8.1151,6.1866,6.8513,7.603
15528,104,51,223.2768,4.6444,3.9318,5.4084,4.4101,4.9105,6.1024,4.6794
15529,22,717,650.9034,3.091,6.5751,6.4784,7.0752,7.5394,6.6361,7.1241
15530,12,168,632.1382,2.4849,5.124,6.4491,8.1151,6.0962,6.6215,7.562
15531,395,37,38.4555,5.9789,3.6109,3.6495,2.1205,4.5913,5.225,2.9251
15532,8,366,2190.997,2.0794,5.9026,7.6921,8.8108,6.8706,7.2416,8.2658
15533,406,43,217.4856,6.0064,3.7612,5.3821,2.0734,4.7408,6.0893,3.0085
15537,11,23,563.0573,2.3979,3.1355,6.3334,8.2644,4.1185,6.5638,7.2652
15540,398,15,5.0047,5.9865,2.7081,1.6104,2.1076,3.6934,4.2078,2.6347
15543,675,26,29.9726,6.5147,3.2581,3.4003,1.2012,4.2404,5.1007,2.199
15544,15,359,0.4012,2.7081,5.8833,-0.9133,7.7323,6.8514,2.9489,7.0778
15545,441,79,285.5958,6.089,4.3694,5.6546,1.9315,5.3457,6.2252,3.0437
15547,20,653,1001.2943,2.9957,6.4816,6.909,7.2387,7.4464,6.851,7.2415
15549,159,163,430.9708,5.0689,5.0938,6.066,3.6818,6.0661,6.4304,4.4335
15550,15,64,461.5241,2.7081,4.1589,6.1345,7.7323,5.1363,6.4646,7.0863
15551,423,26,174.471,6.0474,3.2581,5.1618,2.003,4.2404,5.9794,2.8481
15552,74,31,82.5374,4.3041,3.434,4.4133,4.994,4.4153,5.606,4.9395
15554,664,12,66.4667,6.4983,2.4849,4.1967,1.2294,3.4714,5.498,2.1047
15555,19,1022,1821.3372,2.9444,6.9295,7.5073,7.3267,7.8919,7.1494,7.422
15556,411,30,37.5461,6.0186,3.4012,3.6256,2.0524,4.3827,5.2131,2.8345
15557,415,16,270.6043,6.0283,2.7726,5.6007,2.0358,3.7575,6.1983,2.7964
15561,78,33,451.5617,4.3567,3.4965,6.1127,4.9037,4.4775,6.4537,4.9735
15562,9,2,5.7291,2.1972,0.6931,1.7456,8.6087,1.6894,4.2753,6.7915
15563,16,136,375.6089,2.7726,4.9127,5.9285,7.6216,5.886,6.3619,7.1485
15565,437,7,3.6377,6.0799,1.9459,1.2914,1.9472,2.9353,4.0487,2.355
15568,389,31,83.1595,5.9636,3.434,4.4208,2.1468,4.4153,5.6097,2.9468
15569,207,35,485.0754,5.3327,3.5553,6.1843,3.2292,4.5361,6.4894,3.8166
15570,15,351,3186.8152,2.7081,5.8608,8.0668,7.7323,6.829,7.4285,7.5212
15571,398,49,116.3267,5.9865,3.8918,4.7564,2.1076,4.8707,5.7772,3.0271
15572,94,237,9118.4035,4.5433,5.4681,9.1181,4.5836,6.4384,7.9529,5.2915
15573,418,88,216.0437,6.0355,4.4773,5.3755,2.0234,5.453,6.086,3.1156
15574,16,181,622.7676,2.7726,5.1985,6.4342,7.6216,6.1703,6.6141,7.2305
15577,182,40,29.1923,5.204,3.6889,3.3739,3.45,4.6689,5.0875,3.8575
15579,158,67,155.1203,5.0626,4.2047,5.0442,3.6926,5.1819,5.9207,4.2133
15581,11,215,712.8054,2.3979,5.3706,6.5692,8.2644,6.3415,6.6814,7.7215
15582,62,65,214.7819,4.1271,4.1744,5.3696,5.2976,5.1517,6.083,5.347
15584,410,100,108.9434,6.0162,4.6052,4.6908,2.0566,5.5802,5.7444,3.1301
15585,17,60,361.5282,2.8332,4.0943,5.8903,7.5175,5.0721,6.3428,6.911
15587,9,12,149.7149,2.1972,2.4849,5.0087,8.6087,3.4714,5.903,7.3107
15589,96,58,60.5886,4.5643,4.0604,4.1041,4.5474,5.0384,5.4518,4.7361
15592,433,23,97.4285,6.0707,3.1355,4.5791,1.963,4.1185,5.6887,2.7666
15593,457,5,19.3111,6.1247,1.6094,2.9607,1.8704,2.6007,4.8814,2.3176
15594,86,90,118.1606,4.4543,4.4998,4.772,4.7362,5.4754,5.785,4.9889
15596,23,98,639.7576,3.1355,4.585,6.4611,6.9989,5.5601,6.6275,6.674
15599,45,79,62.1474,3.8067,4.3694,4.1295,5.8474,5.3457,5.4644,5.7088
15601,15,543,17708.922,2.7081,6.2971,9.7818,7.7323,7.2629,8.284,7.6936
15604,439,17,22.3793,6.0845,2.8332,3.1081,1.9393,3.8178,4.955,2.6166
15605,101,68,370.494,4.6151,4.2195,5.9148,4.4603,5.1966,6.355,4.7971
15606,15,81,1186.6982,2.7081,4.3944,7.0789,7.7323,5.3706,6.9357,7.1803
15607,199,13,56.1297,5.2933,2.5649,4.0277,3.2968,3.551,5.4136,3.5593
15608,415,19,9.1214,6.0283,2.9444,2.2106,2.0358,3.9285,4.5072,2.6615
15609,43,28,62.2042,3.7612,3.3322,4.1304,5.9254,4.3141,5.4649,5.5571
15610,438,6,2.1912,6.0822,1.7918,0.7844,1.9433,2.782,3.7958,2.2963
15612,423,6,6.1399,6.0474,1.7918,1.8148,2.003,2.782,4.3098,2.3895
15615,17,536,3612.1701,2.8332,6.2841,8.1921,7.5175,7.25,7.491,7.4614
15621,391,17,174.0289,5.9687,2.8332,5.1592,2.138,3.8178,5.9781,2.858
15622,66,165,675.8455,4.1897,5.1059,6.516,5.1903,6.0782,6.6549,5.5143
15623,528,19,33.9274,6.2691,2.9444,3.5242,1.6226,3.9285,5.1625,2.4378
15624,67,30,655.7241,4.2047,3.4012,6.4857,5.1645,4.3827,6.6398,5.1557
15625,48,66,264.0331,3.8712,4.1897,5.5761,5.7367,5.1669,6.186,5.6677
15626,170,59,51.9323,5.1358,4.0775,3.9499,3.567,5.0554,5.3749,4.0455
15628,24,197,11289.7783,3.1781,5.2832,9.3317,6.9259,6.2545,8.0594,6.905
15630,62,74,94.1035,4.1271,4.3041,4.5444,5.2976,5.2807,5.6714,5.3316
15632,25,189,1622.2802,3.2189,5.2417,7.3916,6.8559,6.2133,7.0917,6.7509
15634,404,14,4.0509,6.0014,2.6391,1.3989,2.0819,3.6247,4.1024,2.5925
15639,521,23,27.0544,6.2558,3.1355,3.2979,1.6455,4.1185,5.0496,2.4805
15640,6,3213,81048.7118,1.7918,8.075,11.3028,9.3043,9.0311,9.0427,9.2235
15641,17,137,1237.8845,2.8332,4.92,7.1212,7.5175,5.8933,6.9568,7.1366
15643,578,10,86.1229,6.3596,2.3026,4.4558,1.4674,3.2901,5.6272,2.2479
15644,7,373,1210.1207,1.9459,5.9216,7.0985,9.0399,6.8894,6.9454,8.4003
15645,405,47,275.7739,6.0039,3.8501,5.6196,2.0776,4.8293,6.2077,3.041
15648,55,48,1170.568,4.0073,3.8712,7.0652,5.5031,4.8502,6.9289,5.5151
15649,25,2,3.1816,3.2189,0.6931,1.1574,6.8559,1.6894,3.9819,5.5352
15651,130,29,84.7519,4.8675,3.3673,4.4397,4.0273,4.349,5.6192,4.2508
15652,478,19,85.9685,6.1696,2.9444,4.454,1.7933,3.9285,5.6263,2.6036
15654,396,20,157.3182,5.9814,2.9957,5.0583,2.1162,3.9795,5.9277,2.87
15655,92,35,8.2723,4.5218,3.5553,2.1129,4.6205,4.5361,4.4585,4.5874
15656,20,61,225.9309,2.9957,4.1109,5.4202,7.2387,5.0886,6.1083,6.6956
15658,113,55,7174.2499,4.7274,4.0073,8.8783,4.2677,4.9856,7.8333,4.7678
15659,430,11,158.4684,6.0638,2.3979,5.0656,1.9749,3.3849,5.9314,2.6525
15660,23,114,885.9124,3.1355,4.7362,6.7866,6.9989,5.7105,6.7899,6.7203
15661,211,10,102.0551,5.3519,2.3026,4.6255,3.1963,3.2901,5.7119,3.4666
15664,17,19,14.9805,2.8332,2.9444,2.7067,7.5175,3.9285,4.7547,6.5234
15665,13,144,1502.8151,2.5649,4.9698,7.3151,7.9778,5.9428,7.0535,7.4784
15670,683,10,6.6123,6.5265,2.3026,1.8889,1.181,3.2901,4.3468,1.9194
15671,88,100,118.3672,4.4773,4.6052,4.7738,4.6967,5.5802,5.7858,4.9823
15673,57,156,280.7574,4.0431,5.0499,5.6375,5.4418,6.0224,6.2167,5.6354
15674,64,121,1119.206,4.1589,4.7958,7.0204,5.2431,5.7698,6.9065,5.5148
15675,468,21,35.6501,6.1485,3.0445,3.5738,1.8296,4.028,5.1872,2.605
15676,396,75,14.6494,5.9814,4.3175,2.6844,2.1162,5.2941,4.7436,3.0145
15677,436,32,199.5919,6.0776,3.4657,5.2963,1.9511,4.4469,6.0465,2.8598
15679,28,30,47.4052,3.3322,3.4012,3.8587,6.6614,4.3827,5.3294,6.0725
15680,24,105,268.2916,3.1781,4.654,5.5921,6.9259,5.6287,6.194,6.5933
15681,26,72,612.903,3.2581,4.2767,6.4182,6.7886,5.2535,6.6061,6.4633
15683,504,10,14.4471,6.2226,2.3026,2.6705,1.7024,3.2901,4.7366,2.3234
15687,127,195,521.2273,4.8442,5.273,6.2562,4.0673,6.2444,6.5253,4.7485
15689,19,9,151.3211,2.9444,2.1972,5.0194,7.3267,3.1853,5.9083,6.3566
15690,391,18,17.662,5.9687,2.8904,2.8714,2.138,3.8747,4.8369,2.7552
15691,190,4,12.1851,5.247,1.3863,2.5002,3.3762,2.3788,4.6517,3.3043
15692,415,11,14.3198,6.0283,2.3979,2.6616,2.0358,3.3849,4.7322,2.5753
15694,18,80,395.9557,2.8904,4.382,5.9813,7.4195,5.3582,6.3882,6.9041
15695,115,43,172.3109,4.7449,3.7612,5.1493,4.2376,4.7408,5.9731,4.5118
15696,66,189,1019.0111,4.1897,5.2417,6.9266,5.1903,6.2133,6.8597,5.5618
15699,404,17,24.801,6.0014,2.8332,3.2109,2.0819,3.8178,5.0062,2.7215
15700,14,157,693.0963,2.6391,5.0562,6.5412,7.8506,6.0288,6.6674,7.368
15701,389,199,577.4409,5.9636,5.2933,6.3586,2.1468,6.2646,6.5764,3.4133
15703,152,9,487.0207,5.0239,2.1972,6.1883,3.759,3.1853,6.4914,3.9175
15704,56,122,982.601,4.0254,4.804,6.8902,5.4722,5.7779,6.8416,5.6703
15705,588,6,83.6364,6.3767,1.7918,4.4265,1.438,2.782,5.6126,2.1242
15706,446,53,299.0094,6.1003,3.9703,5.7005,1.9122,4.9487,6.2481,2.9531
15707,430,128,801.3727,6.0638,4.852,6.6863,1.9749,5.8257,6.7399,3.2215
15708,67,249,1956.4963,4.2047,5.5175,7.5789,5.1645,6.4875,7.1851,5.6312
15709,670,6,8.1411,6.5073,1.7918,2.0969,1.214,2.782,4.4505,1.8513
15712,65,55,238.4789,4.1744,4.0073,5.4743,5.2165,4.9856,6.1353,5.2622
15713,24,16,1002.7154,3.1781,2.7726,6.9105,6.9259,3.7575,6.8517,6.2848
15714,398,33,14.4148,5.9865,3.4965,2.6683,2.1076,4.4775,4.7355,2.8444
15717,77,12,69.5731,4.3438,2.4849,4.2424,4.9258,3.4714,5.5207,4.6944
15719,25,1208,3425.3457,3.2189,7.0967,8.139,6.8559,8.0582,7.4645,7.1572
15721,398,77,197.4011,5.9865,4.3438,5.2852,2.1076,5.3202,6.041,3.1434
15722,495,22,285.3851,6.2046,3.091,5.6538,1.7334,4.0743,6.2248,2.6507
15723,22,70,152.8887,3.091,4.2485,5.0297,7.0752,5.2254,5.9135,6.5891
15724,588,10,2.899,6.3767,2.3026,1.0644,1.438,3.2901,3.9355,2.0581
15727,17,386,56602.2001,2.8332,5.9558,10.9438,7.5175,6.9235,8.8636,7.5333
15728,436,2,4.5712,6.0776,0.6931,1.5198,1.9511,1.6894,4.1626,2.1199
15729,147,9,41.7943,4.9904,2.1972,3.7328,3.8164,3.1853,5.2665,3.8352
15730,47,69,76.4855,3.8501,4.2341,4.3371,5.7728,5.2111,5.568,5.64
15732,168,22,969.475,5.124,3.091,6.8768,3.5873,4.0743,6.8348,4.0095
15733,669,10,86.4827,6.5058,2.3026,4.4599,1.2166,3.2901,5.6293,2.0725
15734,587,11,50.9095,6.375,2.3979,3.93,1.4409,3.3849,5.3649,2.2221
15737,88,61,1400.0883,4.4773,4.1109,7.2443,4.6967,5.0886,7.0182,5.0072
15738,23,201,817.3051,3.1355,5.3033,6.706,6.9989,6.2745,6.7497,6.8291
15743,403,75,162.66,5.9989,4.3175,5.0917,2.0861,5.2941,5.9444,3.1136
15745,96,54,206.0096,4.5643,3.989,5.3279,4.5474,4.9673,6.0622,4.7829
15746,521,29,477.1626,6.2558,3.3673,6.1679,1.6455,4.349,6.4812,2.6698
15747,24,83,2786.6876,3.1781,4.4188,7.9326,6.9259,5.3949,7.3615,6.6633
15748,427,18,28.9879,6.0568,2.8904,3.3669,1.9869,3.8747,5.084,2.6742
15749,80,16,71176.8547,4.382,2.7726,11.1729,4.8603,3.7575,8.9779,5.0515
15750,13,359,1086.6072,2.5649,5.8833,6.9908,7.9778,6.8514,6.8917,7.6439
15752,90,381,610.4459,4.4998,5.9428,6.4142,4.6582,6.9105,6.6041,5.3032
15754,153,34,186.2482,5.0304,3.5264,5.2271,3.7478,4.5072,6.0119,4.1261
15755,89,105,864.5033,4.4886,4.654,6.7622,4.6773,5.6287,6.7777,5.0777
15757,58,58,172.1796,4.0604,4.0604,5.1485,5.412,5.0384,5.9728,5.3934
15758,411,8,26.2302,6.0186,2.0794,3.2669,2.0524,3.0682,5.0342,2.5537
15759,16,12,793.4236,2.7726,2.4849,6.6764,7.6216,3.4714,6.7349,6.7029
15762,452,35,118.2652,6.1137,3.5553,4.7729,1.8893,4.5361,5.7854,2.8082
15763,418,56,1027.3922,6.0355,4.0254,6.9348,2.0234,5.0035,6.8638,3.1035
15764,26,200,419.4597,3.2581,5.2983,6.039,6.7886,6.2696,6.4169,6.6476
15766,451,10,17.873,6.1115,2.3026,2.8833,1.8931,3.2901,4.8428,2.4674
15769,41,160,33738.9435,3.7136,5.0752,10.4264,6.0071,6.0476,8.6055,6.2751
15774,455,22,29.105,6.1203,3.091,3.3709,1.8779,4.0743,5.086,2.638
15775,87,7,115.8517,4.4659,1.9459,4.7523,4.7163,2.9353,5.7751,4.466
15777,19,39,633.6458,2.9444,3.6636,6.4515,7.3267,4.6437,6.6227,6.7197
15780,15,43,229.1958,2.7081,3.7612,5.4346,7.7323,4.7408,6.1154,6.9723
15781,164,24,91.3307,5.0999,3.1781,4.5145,3.6287,4.1608,5.6565,3.9379
15782,433,35,121.8083,6.0707,3.5553,4.8024,1.963,4.5361,5.8001,2.8613
15783,397,13,6.8691,5.9839,2.5649,1.927,2.1119,3.551,4.3658,2.6251
15786,430,3,15.9941,6.0638,1.0986,2.7722,1.9749,2.0926,4.7874,2.2797
15787,413,187,830.4172,6.0234,5.2311,6.7219,2.0441,6.2027,6.7576,3.3472
15789,16,48,265.0507,2.7726,3.8712,5.5799,7.6216,4.8502,6.188,6.9239
15791,45,123,811.8563,3.8067,4.8122,6.6993,5.8474,5.7861,6.7463,5.925
15793,212,11,114.8257,5.3566,2.3979,4.7434,3.1882,3.3849,5.7707,3.4858
15795,536,40,152.5294,6.2841,3.6889,5.0274,1.5968,4.6689,5.9123,2.6428
15796,56,121,740.4077,4.0254,4.7958,6.6072,5.4722,5.7698,6.7004,5.6545
15797,125,12,7592.4357,4.8283,2.4849,8.9349,4.0946,3.4714,7.8615,4.3466
15799,175,91,51.7439,5.1648,4.5109,3.9463,3.5173,5.4864,5.3731,4.0967
15800,90,126,306.4026,4.4998,4.8363,5.7249,4.6582,5.81,6.2603,5.0488
15801,444,13,12.087,6.0958,2.5649,2.4921,1.9199,3.551,4.6477,2.5189
15805,22,343,1480.0835,3.091,5.8377,7.2999,7.0752,6.806,7.0459,7.0184
15807,437,44,199.8271,6.0799,3.7842,5.2975,1.9472,4.7637,6.047,2.9205
15808,19,301,8525.4452,2.9444,5.7071,9.0508,7.3267,6.6761,7.9193,7.2559
15809,68,47,317.8832,4.2195,3.8501,5.7617,5.1391,4.8293,6.2786,5.1911
15810,13,164,256.4326,2.5649,5.0999,5.5469,7.9778,6.0722,6.1715,7.416
15811,15,158,993.227,2.7081,5.0626,6.901,7.7323,6.0351,6.8469,7.3043
15812,95,18,58.4166,4.5539,2.8904,4.0676,4.5654,3.8747,5.4336,4.5141
15820,160,34,115.83,5.0752,3.5264,4.7521,3.671,4.5072,5.775,4.0487
15821,431,61,75.7958,6.0661,4.1109,4.328,1.9709,5.0886,5.5635,2.9537
15822,17,46,203.7196,2.8332,3.8286,5.3167,7.5175,4.8079,6.0567,6.8295
15823,724,13,59.1261,6.5848,2.5649,4.0797,1.081,3.551,5.4396,2.0109
15825,15,20,20.0945,2.7081,2.9957,3.0004,7.7323,3.9795,4.9012,6.6986
15826,76,93,5.9693,4.3307,4.5326,1.7866,4.9483,5.508,4.2958,4.995
15827,25,112,600.008,3.2189,4.7185,6.3969,6.8559,5.6929,6.5955,6.5972
15830,424,37,50.8891,6.0497,3.6109,3.9296,1.999,4.5913,5.3647,2.854
15831,167,57,1000.782,5.118,4.0431,6.9085,3.5976,5.0211,6.8507,4.2076
15832,95,102,280.4638,4.5539,4.625,5.6364,4.5654,5.5999,6.2161,4.9374
15834,11,1649,14580.4245,2.3979,7.4079,9.5874,8.2644,8.3677,8.187,8.2773
15835,122,69,1050.7706,4.804,4.2341,6.9573,4.1362,5.2111,6.875,4.6251
15836,432,11,37.6505,6.0684,2.3979,3.6283,1.9669,3.3849,5.2145,2.5753
15837,451,24,30.0929,6.1115,3.1781,3.4043,1.8931,4.1608,5.1027,2.6676
15838,25,216,4325.0826,3.2189,5.3753,8.3722,6.8559,6.3461,7.5808,6.8264
15839,412,34,177.8861,6.021,3.5264,5.1811,2.0482,4.5072,5.989,2.9341
15840,15,25,117.7706,2.7081,3.2189,4.7687,7.7323,4.2014,5.7833,6.8312
15843,246,6,363.789,5.5053,1.7918,5.8966,2.933,2.782,6.3459,3.2441
15845,34,155,419.9579,3.5264,5.0434,6.0402,6.3283,6.0161,6.4175,6.2748
15847,425,21,17.2646,6.0521,3.0445,2.8487,1.9949,4.028,4.8255,2.6846
15852,573,22,19.5665,6.3509,3.091,2.9738,1.4823,4.0743,4.888,2.3413
15853,438,29,6.5807,6.0822,3.3673,1.8841,1.9433,4.349,4.3444,2.6645
15854,19,207,8165.2554,2.9444,5.3327,9.0076,7.3267,6.3038,7.8978,7.1792
15855,24,105,172.6197,3.1781,4.654,5.1511,6.9259,5.6287,5.974,6.5713
15856,9,716,5895.0775,2.1972,6.5737,8.6819,8.6087,7.538,7.7353,8.3072
15857,405,14,37.7316,6.0039,2.6391,3.6305,2.0776,3.6247,5.2155,2.7009
15858,25,165,618.7778,3.2189,5.1059,6.4277,6.8559,6.0782,6.6109,6.6758
15860,102,143,745.0471,4.625,4.9628,6.6134,4.4434,5.9359,6.7035,4.9679
15861,108,627,692.5715,4.6821,6.4409,6.5404,4.3454,7.406,6.6671,5.1897
15862,47,941,13243.4582,3.8501,6.8469,9.4913,5.7728,7.8098,8.139,6.4168
15863,412,18,25.5654,6.021,2.8904,3.2412,2.0482,3.8747,5.0214,2.7108
15864,83,19,243.6118,4.4188,2.9444,5.4956,4.7971,3.9285,6.1459,4.7582
15866,488,42,92.9288,6.1903,3.7377,4.5318,1.7578,4.7174,5.6651,2.7404
15867,12,524,2137.3351,2.4849,6.2615,7.6673,8.1151,7.2275,7.2292,7.849
15870,419,65,29.2426,6.0379,4.1744,3.3756,2.0193,5.1517,5.0884,2.9527
15872,401,100,128.7147,5.994,4.6052,4.8576,2.0947,5.5802,5.8276,3.1651
15880,756,93,176.971,6.628,4.5326,5.176,1.0068,5.508,5.9865,2.405
15881,22,54,1090.6267,3.091,3.989,6.9945,7.0752,4.9673,6.8936,6.6355
15882,585,23,1024.0194,6.3716,3.1355,6.9315,1.4467,4.1185,6.8622,2.5226
15885,480,14,15.9128,6.1738,2.6391,2.7671,1.7862,3.6247,4.7848,2.4537
15889,543,79,803.82,6.2971,4.3694,6.6894,1.5746,5.3457,6.7414,2.8455
15891,75,116,267.2355,4.3175,4.7536,5.5881,4.971,5.7278,6.192,5.2445
15899,755,3,8.6722,6.6267,1.0986,2.1601,1.0091,2.0926,4.4821,1.5731
15901,403,83,99.8319,5.9989,4.4188,4.6035,2.0861,5.3949,5.7009,3.1094
15903,80,71,165.5229,4.382,4.2627,5.1091,4.8603,5.2395,5.9531,5.0454
15904,395,30,18.2255,5.9789,3.4012,2.9028,2.1205,4.3827,4.8525,2.8462
15906,61,173,2047.5888,4.1109,5.1533,7.6244,5.3255,6.1253,7.2078,5.6737
15907,19,293,578.7777,2.9444,5.6802,6.3609,7.3267,6.6493,6.5775,7.1163
15909,77,13,492.5502,4.3438,2.5649,6.1996,4.9258,3.551,6.4971,4.808
15910,57,323,134.0513,4.0431,5.7777,4.8982,5.4418,6.7463,5.8479,5.7433
15912,19,38,62.8163,2.9444,3.6376,4.1402,7.3267,4.6178,5.4698,6.5992
15916,24,158,1459.2279,3.1781,5.0626,7.2857,6.9259,6.0351,7.0388,6.759
15918,146,38,311.0684,4.9836,3.6376,5.74,3.8281,4.6178,6.2678,4.23
15921,17,46,36.308,2.8332,3.8286,3.592,7.5175,4.8079,5.1963,6.7435
15922,94,937,2952.3937,4.5433,6.8427,7.9904,4.5836,7.8055,7.3904,5.5086
15923,16,2798,30859.9601,2.7726,7.9367,10.3372,7.6216,8.8936,8.561,7.9699
15930,454,20,117.1887,6.1181,2.9957,4.7638,1.8817,3.9795,5.7808,2.6912
15932,9,119,311.6738,2.1972,4.7791,5.742,8.6087,5.7532,6.2688,7.8036
15933,408,70,68.3026,6.0113,4.2485,4.2239,2.065,5.2254,5.5116,3.0417
15935,120,21,386.2825,4.7875,3.0445,5.9566,4.1646,4.028,6.3758,4.3584
15937,451,6,27.7792,6.1115,1.7918,3.3243,1.8931,2.782,5.0628,2.3878
15938,102,26,199.0501,4.625,3.2581,5.2936,4.4434,4.2404,6.0451,4.563
15939,25,115,3285.3625,3.2189,4.7449,8.0972,6.8559,5.7192,7.4437,6.6873
15940,203,2,47.7699,5.3132,0.6931,3.8664,3.2626,1.6894,5.3332,3.155
15942,520,14,23.9208,6.2538,2.6391,3.1747,1.6488,3.6247,4.9882,2.3779
15944,663,5,30.1608,6.4968,1.6094,3.4065,1.232,2.6007,5.1038,1.8929
15945,23,4,27.978,3.1355,1.3863,3.3314,6.9989,2.3788,5.0663,5.8816
15947,469,27,355.5384,6.1506,3.2958,5.8736,1.8259,4.2779,6.3345,2.7672
15948,395,60,50.9665,5.9789,4.0943,3.9312,2.1205,5.0721,5.3655,3.0354
15949,403,19,12.1719,5.9989,2.9444,2.4991,2.0861,3.9285,4.6512,2.7111
15951,388,41,69.9402,5.961,3.7136,4.2476,2.1512,4.6934,5.5234,2.9969
15952,85,92,234.3861,4.4427,4.5218,5.457,4.7562,5.4972,6.1266,5.0415
15953,171,109,880.116,5.1417,4.6913,6.7801,3.557,5.6659,6.7866,4.3017
15955,55,151,55.7262,4.0073,5.0173,4.0205,5.5031,5.99,5.41,5.5912
15957,418,38,41.072,6.0355,3.6376,3.7153,2.0234,4.6178,5.2578,2.8658
15958,461,6,7.1789,6.1334,1.7918,1.9711,1.8554,2.782,4.3878,2.294
15965,25,115,73.6013,3.2189,4.7449,4.2987,6.8559,5.7192,5.5488,6.4978
15967,163,100,1730.7187,5.0938,4.6052,7.4563,3.6392,5.5802,7.1239,4.3758
15969,389,19,144.8865,5.9636,2.9444,4.976,2.1468,3.9285,5.8867,2.8771
15971,170,35,583.4664,5.1358,3.5553,6.369,3.567,4.5361,6.5816,4.0623
15974,39,195,585.321,3.6636,5.273,6.3722,6.0929,6.2444,6.5831,6.1722
15975,471,24,45.9722,6.1549,3.1781,3.828,1.8186,4.1608,5.3141,2.6366
